X,Y,comment_,objectid,featuretype,descripton,class,facility_name,facility_operationalstatus,facility_address,abs_suburb,facility_state,abs_postcode,facility_attribute_source,facility_attribute_date,facility_source,facility_date,facility_spatial_confidence,facility_revised,facility_lat,facility_long,validated,gnaf_building_name,gnaf_address_detail_pid,gnaf_formatted_address,gnaf_confidence,gnaf_postcode,gnaf_suburb,distance_to_gnaf,gnaf_lat,gnaf_long
144.892064998,-36.357296001,,934,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,TIMMERING FIRE STATION CFA,OPERATIONAL,,TIMMERING,VICTORIA,3561,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-36.35729600099995,144.89206499800002,,,GAVIC425530204,1280 WEBB ROAD,0,3561,TIMMERING,43,-36.35748652999996,144.89165072000003
146.891996998,-37.964073997,,935,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,TINAMBA FIRE STATION CFA,OPERATIONAL,,TINAMBA,VICTORIA,3859,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-37.96407399699996,146.89199699800008,,,GAVIC425529635,17 TRARALGON-MAFFRA ROAD,1,3859,TINAMBA,23,-37.96389290999997,146.89186896
144.020332421,-38.314709614,,936,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WURDALE FIRE STATION CFA,OPERATIONAL,,WINCHELSEA SOUTH,VICTORIA,3241,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-38.31470961399998,144.02033242100003,,,GAVIC420147152,70 WORMBETE STATION ROAD,1,3241,WINCHELSEA SOUTH,12,-38.31481704999993,144.0203634500001
141.318152936,-37.943975284,,937,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,DRIK DRIK FIRE STATION CFA,OPERATIONAL,,WINNAP,VICTORIA,3304,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-37.943975283999976,141.31815293600005,,DRIK DRIK FIRE BRIGADE,GAVIC422204509,9 WINNAP SIDING ROAD,1,3304,WINNAP,3,-37.943993029999945,141.31812501000002
145.188004365,-38.261111623,,938,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,TYABB FIRE STATION CFA,OPERATIONAL,,TYABB,VICTORIA,3913,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-38.26111162299998,145.1880043650001,,,GAVIC424243277,12 MORNINGTON-TYABB ROAD,1,3913,TYABB,6,-38.26116166999998,145.1879982800001
146.481214999,-38.1495321049999,,939,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,TYERS FIRE STATION CFA,OPERATIONAL,,TYERS,VICTORIA,3844,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-38.149532104999935,146.48121499900003,,,GAVIC719991537,7 COMMUNITY LANE,1,3844,TYERS,54,-38.14993261999996,146.48086611000008
144.406402612,-37.324109601,,940,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,TYLDEN FIRE STATION CFA,OPERATIONAL,,TYLDEN,VICTORIA,3444,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-37.324109600999975,144.40640261200008,,TYLDEN FIRE STATION,GAVIC720142488,55 TRENTHAM ROAD,1,3444,TYLDEN,7,-37.32417033999997,144.40638695000007
145.628713005,-38.0855869989999,,941,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,TYNONG FIRE STATION CFA,OPERATIONAL,,TYNONG,VICTORIA,3813,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-38.08558699899993,145.628713005,,,GAVIC425230108,47 NAR NAR GOON-LONGWARRY ROAD,2,3813,TYNONG,0,-38.085586519999936,145.62871346000009
141.782634935,-38.217447293,,942,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,TYRENDARRA FIRE STATION CFA,OPERATIONAL,,TYRENDARRA,VICTORIA,3285,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-38.217447292999964,141.78263493500003,,,GAVIC424502417,7096 PRINCES HIGHWAY,1,3285,TYRENDARRA,26,-38.21764828999994,141.78249390000008
143.910956,-37.2834889969999,,943,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,ULLINA FIRE STATION CFA,OPERATIONAL,,ULLINA,VICTORIA,3370,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-37.28348899699995,143.91095600000006,,,GAVIC420274776,357 ULLINA-KOOROOCHEANG ROAD,0,3370,ULLINA,7,-37.28347119999995,143.91088501000002
141.398050554,-36.9245433909999,,944,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,ULLSWATER FIRE STATION CFA,OPERATIONAL,,ULLSWATER,VICTORIA,3318,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-36.92454339099993,141.39805055400006,,,GAVIC424455586,774 ULLSWATER-MORTAT ROAD,0,3318,ULLSWATER,7,-36.92450970999994,141.39798279000001
142.632250098,-36.632616271,,945,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,RUPANYUP FIRE STATION CFA,OPERATIONAL,,RUPANYUP,VICTORIA,3388,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-36.63261627099996,142.6322500980001,,RUPANYUP FIRE STATION,GAVIC424090915,23 WOOD STREET,1,3388,RUPANYUP,5,-36.63257544999993,142.63224558000002
147.037117066,-38.2880105749999,,946,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,STRADBROKE FIRE STATION CFA,OPERATIONAL,,STRADBROKE,VICTORIA,3851,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-38.28801057499993,147.03711706600006,,,GAVIC422191179,4918 SOUTH GIPPSLAND HIGHWAY,0,3851,STRADBROKE,2,-38.28800608999995,147.03714235000007
142.931105996,-36.785327003,,947,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WALLALOO EAST FIRE STATION CFA,OPERATIONAL,,WALLALOO EAST,VICTORIA,3387,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-36.78532700299996,142.93110599600004,,,GAVIC425530003,1801 WALLALOO EAST ROAD,0,3387,WALLALOO EAST,18,-36.78525158999997,142.93093196000007
144.981080745,-37.4164681669999,,948,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WALLAN FIRE STATION CFA,OPERATIONAL,,WALLAN,VICTORIA,3756,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-37.41646816699995,144.9810807450001,,,GAVIC424248828,96-98 WATSON STREET,1,3756,WALLAN,5,-37.416428209999935,144.9810967400001
143.511309428,-37.860279448,,949,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WALLINDUC & DISTRICT FIRE STATION CFA,OPERATIONAL,,WALLINDUC,VICTORIA,3351,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-37.86027944799997,143.51130942800012,,WALLINDUC & DISTRICT FIRE STAT,GAVIC719610583,1329 BERRYBANK-WALLINDUC ROAD,1,3351,WALLINDUC,17,-37.86041814999993,143.51137617000006
144.528226382,-38.2190442249999,,950,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WALLINGTON FIRE STATION CFA,OPERATIONAL,,WALLINGTON,VICTORIA,3222,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-38.21904422499995,144.52822638200007,,,GAVIC420256405,1412 BELLARINE HIGHWAY,1,3222,WALLINGTON,5,-38.21908104999994,144.52826701000004
144.153704956,-36.967527407,,951,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WALMER FIRE STATION CFA,OPERATIONAL,,WALMER,VICTORIA,3463,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-36.96752740699998,144.15370495600007,,,GAVIC421160473,34 FOGARTYS GAP ROAD,0,3463,WALMER,5,-36.967520339999965,144.1536530300001
142.023069403,-35.137681782,,952,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WALPEUP FIRE STATION CFA,OPERATIONAL,,WALPEUP,VICTORIA,3507,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-35.13768178199996,142.02306940300002,,,GAVIC423791882,3 GLEN STREET,1,3507,WALPEUP,12,-35.13773355999996,142.0231836600001
145.185318996,-37.668317999,,953,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WATTLE GLEN FIRE STATION CFA,OPERATIONAL,,WATTLE GLEN,VICTORIA,3096,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-37.66831799899995,145.1853189960001,,,GAVIC422159738,37 KANGAROO GROUND-WATTLE GLEN ROAD,1,3096,WATTLE GLEN,0,-37.66831754999998,145.18531875000008
143.638642752,-37.359371568,,954,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WAUBRA FIRE STATION CFA,OPERATIONAL,,WAUBRA,VICTORIA,3352,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-37.35937156799997,143.638642752,,,GAVIC423094055,2041 SUNRAYSIA HIGHWAY,1,3352,WAUBRA,16,-37.35929873999993,143.63879873000008
143.61200062,-36.418721815,,955,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WEDDERBURN FIRE STATION CFA,OPERATIONAL,,WEDDERBURN,VICTORIA,3518,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-36.41872181499997,143.61200062000012,,,GAVIC420937135,18 CHAPEL STREET,0,3518,WEDDERBURN,8,-36.41866135999993,143.61204381000005
143.669889842,-38.1265258449999,,956,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WEERING-EURACK FIRE STATION CFA,OPERATIONAL,,WEERING,VICTORIA,3251,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-38.12652584499995,143.6698898420001,,,GAVIC423933203,352 WEERING SCHOOL ROAD,1,3251,WEERING,36,-38.12682977999998,143.66975877000004
143.227438685,-38.2573521219999,,957,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WEERITE FIRE STATION CFA,OPERATIONAL,,WEERITE,VICTORIA,3260,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-38.25735212199993,143.22743868500004,,,GAVIC424067730,3554 PRINCES HIGHWAY,1,3260,WEERITE,6,-38.25740197999994,143.2274176100001
146.439146378,-38.66551415,,958,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WELSHPOOL FIRE STATION CFA,OPERATIONAL,,WELSHPOOL,VICTORIA,3966,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-38.66551414999998,146.43914637800003,,,GAVIC424757208,40 MAIN STREET,0,3966,WELSHPOOL,9,-38.66553640999996,146.4392448000001
142.644125701,-34.777374559,,959,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WEMEN FIRE STATION CFA,OPERATIONAL,,WEMEN,VICTORIA,3549,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-34.77737455899995,142.64412570100012,,,GAVIC424063556,3670 HATTAH-ROBINVALE ROAD,1,3549,WEMEN,14,-34.77740402999996,142.64397326000005
143.8197526,-37.5354779199999,,960,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WENDOUREE FIRE STATION CFA,OPERATIONAL,,WENDOUREE,VICTORIA,3355,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-37.53547791999995,143.81975260000002,,WENDOUREE FIRE STATION,GAVIC423830673,82 LEARMONTH ROAD,1,3355,WENDOUREE,5,-37.53549069999997,143.81980583000006
146.768828187,-38.0522433149999,,961,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WINNINDOO FIRE STATION CFA,OPERATIONAL,,WINNINDOO,VICTORIA,3858,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-38.05224331499994,146.76882818700005,,,GAVIC422187028,1024 ROSEDALE-HEYFIELD ROAD,1,3858,WINNINDOO,11,-38.05215664999997,146.76889061000008
142.458760538,-38.241874633,,962,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WINSLOW & YARPTURK FIRE STATION CFA,OPERATIONAL,,WINSLOW,VICTORIA,3281,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-38.24187463299995,142.4587605380001,,,GAVIC424261774,27 CHURCH STREET,1,3281,WINSLOW,10,-38.24179329999998,142.45871625000007
146.082134936,-36.5125754699999,,963,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WINTON FIRE STATION CFA,OPERATIONAL,,WINTON,VICTORIA,3673,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-36.512575469999945,146.0821349360001,,CFA WINTON,GAVIC425744972,135 WINTON-GLENROWAN ROAD,0,3673,WINTON,7,-36.51255940999994,146.08206131000009
146.022640535,-36.455296962,,964,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,CHESNEY VALE FIRE STATION CFA,OPERATIONAL,,WINTON NORTH,VICTORIA,3673,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-36.45529696199998,146.02264053500005,,CHESNEY VALE COUNTRY FIRE AUTHORITY,GAVIC425679414,238 LAKE MOKOAN ROAD,0,3673,WINTON NORTH,4,-36.45526671999994,146.0226211700001
146.883076191,-36.121994237,,965,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WODONGA FIRE STATION CFA,OPERATIONAL,,WODONGA,VICTORIA,3690,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-36.12199423699997,146.8830761910001,,,GAVIC423713352,37-39 STANLEY STREET,0,3690,WODONGA,5,-36.12196467999996,146.88302821000002
143.783414005,-36.7164679959999,NO GNAF POINT,966,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MURPHYS CREEK FIRE STATION CFA,OPERATIONAL,,MURPHYS CREEK,VICTORIA,3551,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-36.71646799599995,143.78341400500005,,,,,,,,,,
143.756281773,-36.230152822,NO GNAF POINT,967,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MYSIA FIRE STATION CFA,OPERATIONAL,,MYSIA,VICTORIA,3518,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-36.23015282199998,143.75628177300007,,,,,,,,,,
147.850866809,-36.30198741,NO GNAF POINT,968,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,NARIEL VALLEY FIRE STATION CFA,OPERATIONAL,,NARIEL VALLEY,VICTORIA,3707,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-36.30198740999998,147.85086680900008,,,,,,,,,,
149.918118641,-33.787882135,NO GNAF POINT,969,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,EDITH,OPERATIONAL,,EDITH,NEW SOUTH WALES,2787,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-33.78788213499996,149.9181186410001,,,,,,,,,,
153.080702557,-29.037536824,NO GNAF POINT,970,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,ELLANGOWAN,OPERATIONAL,,ELLANGOWAN,NEW SOUTH WALES,2470,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-29.03753682399997,153.0807025570001,,,,,,,,,,
151.001496811,-34.061694034,NO GNAF POINT,971,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,ENGADINE,OPERATIONAL,,ENGADINE,NEW SOUTH WALES,2233,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-34.06169403399997,151.00149681100004,,,,,,,,,,
145.847241562,-29.3182286109999,NO GNAF POINT,972,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,ENNGONIA,OPERATIONAL,,ENNGONIA,NEW SOUTH WALES,2840,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-29.318228610999938,145.84724156200002,,,,,,,,,,
146.281403507,-32.5189730009999,NO GNAF POINT,973,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,EREMERAN,OPERATIONAL,,EREMERANG,NEW SOUTH WALES,2877,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-32.51897300099995,146.28140350700005,,,,,,,,,,
147.546062368,-34.7168922979999,NO GNAF POINT,974,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,ERIN VALE,OPERATIONAL,,ERIN VALE,NEW SOUTH WALES,2663,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-34.71689229799995,147.5460623680001,,,,,,,,,,
151.371065192,-33.4397407659999,NO GNAF POINT,975,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BRISBANE WATERS,OPERATIONAL,,ERINA,NEW SOUTH WALES,2250,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-33.43974076599994,151.37106519200006,,,,,,,,,,
149.729441922,-33.741559815,NO GNAF POINT,976,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,NATIVE DOG,OPERATIONAL,,ESSINGTON,NEW SOUTH WALES,2787,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-33.74155981499996,149.7294419220001,,,,,,,,,,
147.118126502,-34.592481439,NO GNAF POINT,977,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,METHUL,OPERATIONAL,,METHUL,NEW SOUTH WALES,2701,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-34.59248143899998,147.1181265020001,,,,,,,,,,
147.734101984,-35.965995834,,978,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WALWA FIRE STATION CFA,OPERATIONAL,,WALWA,VICTORIA,3709,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-35.965995833999955,147.73410198400006,,,GAVIC422296295,15 HANNA STREET,1,3709,WALWA,5,-35.96602660999997,147.73406111000008
146.840439624,-36.3128852039999,,979,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,YACKANDANDAH FIRE STATION CFA,OPERATIONAL,,YACKANDANDAH,VICTORIA,3749,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-36.31288520399994,146.84043962400006,,,GAVIC414530183,5 HIGH STREET,0,3749,YACKANDANDAH,8,-36.31295663999998,146.8404195500001
145.235835908,-35.928016597,,980,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,YALCA & YIELIMA FIRE STATION CFA,OPERATIONAL,,YALCA,VICTORIA,3637,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-35.92801659699995,145.235835908,,YALCA NORTH PUBLIC HALL,GAVIC719113437,2194 MURRAY VALLEY HIGHWAY,1,3637,YALCA,16,-35.92807607999998,145.2356693600001
146.325409946,-38.138831699,,981,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,TANJIL FIRE STATION CFA,OPERATIONAL,,YALLOURN NORTH,VICTORIA,3825,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-38.13883169899998,146.32540994600004,,,GAVIC720452528,58 ANDERSON ROAD,0,3825,YALLOURN NORTH,13,-38.138739759999964,146.32531296000002
146.360889712,-38.161610998,,982,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,YALLOURN NORTH FIRE STATION CFA,OPERATIONAL,,YALLOURN NORTH,VICTORIA,3825,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-38.16161099799996,146.36088971200002,,,GAVIC420699742,3 ANDERSON AVENUE,1,3825,YALLOURN NORTH,7,-38.16167417999998,146.36091403000012
142.067869998,-38.3153049979999,,983,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,YAMBUK FIRE STATION CFA,OPERATIONAL,,YAMBUK,VICTORIA,3285,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/02/23 00:00:00+00,-38.31530499799993,142.0678699980001,,,GAVIC425565585,11 MONCK STREET,1,3285,YAMBUK,8,-38.31531224999998,142.06795533000002
