X,Y,objectid,featuretype,descripton,class,facility_name,facility_operationalstatus,facility_address,abs_suburb,facility_state,abs_postcode,facility_attribute_source,facility_attribute_date,facility_source,facility_date,facility_spatial_confidence,facility_revised,comment_,facility_lat,facility_long,validated,gnaf_building_name,gnaf_address_detail_pid,gnaf_formatted_address,gnaf_confidence,gnaf_postcode,gnaf_suburb,distance_to_gnaf,gnaf_lat,gnaf_long
145.2732435,-38.0745289,55,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,LYNDHURST AMBULANCE STATION,OPERATIONAL,,CRANBOURNE NORTH,VICTORIA,3977,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-38.0745289,145.2732435,,,GAVIC421337263,4 HUON PARK ROAD,2,3977,CRANBOURNE NORTH,0,-38.07452925,145.2732436
143.8849726,-37.40961088,56,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,CRESWICK AMBULANCE STATION,OPERATIONAL,,CRESWICK,VICTORIA,3363,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.40961088,143.8849726,,,GAVIC425014116,25 DAVIES STREET,1,3363,CRESWICK,0,-37.4096108,143.884973
144.548807,-38.192883,57,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,BELLARINE AMBULANCE STATION,OPERATIONAL,,CURLEWIS,VICTORIA,3222,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-38.192883,144.548807,,,GAVIC424357011,840-900 GRUBB ROAD,0,3222,DRYSDALE,0,-38.19288226,144.5488073
145.2068256,-37.97760214,58,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,DANDENONG AMBULANCE STATION,OPERATIONAL,,DANDENONG,VICTORIA,3175,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.97760214,145.2068256,,,GAVIC420679733,120 PRINCES HIGHWAY,0,3175,DANDENONG,0,-37.977602,145.206825
145.2019038,-38.01109455,59,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,SOUTH SRC AMBULANCE STATION,OPERATIONAL,,DANDENONG SOUTH,VICTORIA,3175,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-38.01109455,145.2019038,,,GAVIC425539467,82 SMEATON AVENUE,1,3175,DANDENONG SOUTH,0,-38.0110944,145.2019042
144.130599,-37.341189,60,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,DAYLESFORD AMBULANCE STATION,OPERATIONAL,,DAYLESFORD,VICTORIA,3460,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.341189,144.130599,,,GAVIC420658823,4374 MIDLAND HIGHWAY,-1,3460,DAYLESFORD,0,-37.34118948,144.1305983
144.781124,-37.725509,61,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,BRIMBANK AMBULANCE STATION,OPERATIONAL,,DELAHEY,VICTORIA,3037,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.725509,144.781124,,,GAVIC424496413,181-183 KINGS ROAD,0,3037,DELAHEY,0,-37.72550882,144.7811249
145.160623,-37.673839,62,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,DIAMOND CREEK AMBULANCE STATION,OPERATIONAL,,DIAMOND CREEK,VICTORIA,3089,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.673839,145.160623,,,GAVIC423641270,83 MAIN HURSTBRIDGE ROAD,1,3089,DIAMOND CREEK,0,-37.67383909,145.1606229
142.027465,-36.455804,63,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,DIMBOOLA AMBULANCE STATION,OPERATIONAL,,DIMBOOLA,VICTORIA,3414,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-36.455804,142.027465,,,GAVIC420571023,63 LLOYD STREET,1,3414,DIMBOOLA,0,-36.45580441,142.0274656
142.974022,-36.369349,64,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,DONALD AMBULANCE STATION,OPERATIONAL,,DONALD,VICTORIA,3480,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-36.369349,142.974022,,,GAVIC424450546,29 MCCRACKEN AVENUE,2,3480,DONALD,0,-36.36934943,142.9740223
145.8325477,-38.11989031,65,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,DROUIN AMBULANCE STATION,OPERATIONAL,,DROUIN,VICTORIA,3818,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-38.11989031,145.8325477,,,GAVIC424237036,2 DARCAN WAY,1,3818,DROUIN,0,-38.11989016,145.8325474
144.6122478,-38.19452327,66,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,SWAN BAY AMBULANCE STATION,OPERATIONAL,,DRYSDALE,VICTORIA,3222,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-38.19452327,144.6122478,,,GAVIC424962832,38-40 BANKS ROAD,1,3222,DRYSDALE,192,-38.19596379,144.611039
144.2502,-36.718019,67,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,EAGLEHAWK AMBULANCE STATION,OPERATIONAL,,EAGLEHAWK,VICTORIA,3556,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-36.718019,144.2502,,,GAVIC414423292,2 MARKET STREET,0,3556,EAGLEHAWK,0,-36.71801915,144.2502007
144.7522063,-36.1407146,68,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,ECHUCA AMBULANCE STATION,OPERATIONAL,,ECHUCA,VICTORIA,3564,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-36.1407146,144.7522063,,,GAVIC423756489,217 OGILVIE AVENUE,0,3564,ECHUCA,4,-36.14071429,144.7521638
141.285531,-37.034362,69,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,EDENHOPE AMBULANCE STATION,OPERATIONAL,,EDENHOPE,VICTORIA,3318,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.034362,141.285531,,,GAVIC424536106,156 ELIZABETH STREET,1,3318,EDENHOPE,12,-37.03441013,141.285408
145.913828,-37.229542,70,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,EILDON AMBULANCE STATION,OPERATIONAL,,EILDON,VICTORIA,3713,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.229542,145.913828,,DARLINGFORD NURSING HOME,GAVIC421744103,3 HIGH STREET,1,3713,EILDON,20,-37.22940475,145.9139768
145.139497,-37.71682293,71,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,ELTHAM NORTH AMBULANCE STATION,OPERATIONAL,,ELTHAM,VICTORIA,3095,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.71682293,145.139497,,,GAVIC421588584,UNIT 4 15 BRISBANE STREET,1,3095,ELTHAM,0,-37.71682321,145.1394974
145.438447,-37.933521,72,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,EMERALD AMBULANCE STATION,OPERATIONAL,,EMERALD,VICTORIA,3782,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.933521,145.438447,,,GAVIC421123343,12 MEMORIAL AVENUE,1,3782,EMERALD,0,-37.93352,145.438446
145.257195,-37.976566,73,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,ENDEAVOUR HILLS AMBULANCE STATION,OPERATIONAL,,ENDEAVOUR HILLS,VICTORIA,3802,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.976566,145.257195,,,GAVIC414572565,48-50 MONKHOUSE DRIVE,2,3802,ENDEAVOUR HILLS,0,-37.976566,145.257195
147.835214,-37.375444,74,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,TAMBO VALLEY AMBULANCE STATION,OPERATIONAL,,ENSAY,VICTORIA,3895,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.375444,147.835214,,,GAVIC423828087,5063 GREAT ALPINE ROAD,1,3895,ENSAY,0,-37.37544393,147.8352144
145.041656,-37.64625,75,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,EPPING AMBULANCE STATION,OPERATIONAL,,EPPING,VICTORIA,3076,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.64625,145.041656,,AMBULANCE STATION-EPPING,GAVIC420204817,73 MCDONALDS ROAD,1,3076,EPPING,0,-37.6462495,145.0416539
144.316224,-36.703158,76,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,EPSOM AMBULANCE STATION,OPERATIONAL,,EPSOM,VICTORIA,3551,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-36.703158,144.316224,,,GAVIC421561657,203 MIDLAND HIGHWAY,0,3551,EPSOM,0,-36.703158,144.3162239
144.9192398,-37.7563513,77,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MOONEE PONDS AMBULANCE STATION,OPERATIONAL,,ESSENDON,VICTORIA,3040,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.7563513,144.9192398,,,GAVIC420435827,2 WILLOW STREET,1,3040,ESSENDON,0,-37.75635125,144.91924
144.8989586,-37.71991334,78,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,AIR AMB FIXED WING AMBULANCE STATION,OPERATIONAL,,ESSENDON FIELDS,VICTORIA,3041,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.71991334,144.8989586,,AMBULANCE SERVICE VICTORIA AND POLICE,GAVIC719425750,12 GLOBAL AVENUE,1,3041,ESSENDON FIELDS,74,-37.71970313,144.898158
144.898959,-37.719913,79,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,AIR AMB AMBULANCE STATION,OPERATIONAL,,ESSENDON FIELDS,VICTORIA,3041,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.719913,144.898959,,AMBULANCE SERVICE VICTORIA AND POLICE,GAVIC719425750,12 GLOBAL AVENUE,1,3041,ESSENDON FIELDS,74,-37.71970313,144.898158
145.577699,-36.751831,80,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,EUROA AMBULANCE STATION,OPERATIONAL,,EUROA,VICTORIA,3666,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-36.751831,145.577699,,,GAVIC419712392,35 TEMPLETON STREET,1,3666,EUROA,0,-36.75183175,145.5776995
145.016192,-37.886344,81,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,CAULFIELD AMBULANCE STATION,OPERATIONAL,,CAULFIELD SOUTH,VICTORIA,3162,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.886344,145.016192,,,GAVIC420542202,638-642 GLEN HUNTLY ROAD,1,3162,CAULFIELD SOUTH,0,-37.886343,145.016192
143.3530447,-36.2685038,82,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,CHARLTON AMBULANCE STATION,OPERATIONAL,,CHARLTON,VICTORIA,3525,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-36.2685038,143.3530447,,CHARLTON AMBULANCE,GAVIC719108255,2 LEARMONTH STREET,1,3525,CHARLTON,96,-36.26925928,143.3525145
145.1173898,-38.05615632,83,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,CHELSEA AMBULANCE STATION,OPERATIONAL,,CHELSEA,VICTORIA,3196,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-38.05615632,145.1173898,,,GAVIC419799732,465-466 NEPEAN HIGHWAY,0,3196,CHELSEA,0,-38.056156,145.117389
145.055361,-37.961597,84,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,BAYSIDE AMBULANCE STATION,OPERATIONAL,,CHELTENHAM,VICTORIA,3192,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.961597,145.055361,,,GAVIC419661927,1259 NEPEAN HIGHWAY,1,3192,CHELTENHAM,0,-37.961596,145.055361
145.6431377,-35.92047892,85,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,COBRAM AMBULANCE STATION,OPERATIONAL,,COBRAM,VICTORIA,3644,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-35.92047892,145.6431377,,,GAVIC420994037,7 COLGAN STREET,1,3644,COBRAM,0,-35.92047921,145.6431374
144.958277,-37.754592,86,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MICA 1 AMBULANCE STATION,OPERATIONAL,,COBURG,VICTORIA,3058,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.754592,144.958277,,JOHN FAWKNER HOSPITAL,GAVIC420051718,275 MORELAND ROAD,2,3058,COBURG,0,-37.75459205,144.9582774
144.9743959,-37.72241211,87,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,COBURG NORTH AMBULANCE STATION,OPERATIONAL,,COBURG NORTH,VICTORIA,3058,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.72241211,144.9743959,,,GAVIC425023657,3 MILKMAN WAY,1,3058,COBURG NORTH,0,-37.72241174,144.9743955
144.220335,-35.809971,88,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,COHUNA AMBULANCE STATION,OPERATIONAL,,COHUNA,VICTORIA,3568,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-35.809971,144.220335,,,GAVIC411157133,29 KING EDWARD STREET,2,3568,COHUNA,0,-35.80997093,144.2203348
147.2772696,-36.8622812,89,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,FALLS CREEK AMBULANCE STATION,OPERATIONAL,,FALLS CREEK,VICTORIA,3699,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-36.8622812,147.2772696,,MEDICAL CENTRE,GAVIC425668366,5 BOGONG HIGH PLAINS ROAD,1,3699,FALLS CREEK,13,-36.86233171,147.2773956
145.263771,-37.879046,90,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,FERNTREE GULLY AMBULANCE STATION,OPERATIONAL,,FERNTREE GULLY,VICTORIA,3156,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.879046,145.263771,,,GAVIC421691165,6 DOBSON STREET,2,3156,FERNTREE GULLY,0,-37.879046,145.263771
145.2942949,-37.88319593,91,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,FERNTREE GULLY CFA AMBULANCE STATION,OPERATIONAL,,FERNTREE GULLY,VICTORIA,3156,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.88319593,145.2942949,,,GAVIC422328063,5-7 THE AVENUE ,0,3156,FERNTREE GULLY,0,-37.88319565,145.2942946
144.97501,-37.80774453,92,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,CENTRAL AMBULANCE STATION,OPERATIONAL,,FITZROY,VICTORIA,3065,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.80774453,144.97501,,ST VINCENTS HOSP,GAVIC421221014,55 VICTORIA PARADE,2,3065,FITZROY,101,-37.80703395,144.9757332
144.8957752,-37.7954403,93,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,FOOTSCRAY AMBULANCE STATION,OPERATIONAL,,FOOTSCRAY,VICTORIA,3011,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.7954403,144.8957752,,,GAVIC420641455,UNIT 6 69 DROOP STREET,0,3011,FOOTSCRAY,0,-37.7954398,144.8957751
146.2025068,-38.65414491,94,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,FOSTER AMBULANCE STATION,OPERATIONAL,,FOSTER,VICTORIA,3960,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-38.65414491,146.2025068,,,GAVIC420267755,37 STATION ROAD,2,3960,FOSTER,0,-38.65414483,146.2025064
145.131772,-38.152742,95,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MICA 6 AMBULANCE STATION,OPERATIONAL,,FRANKSTON,VICTORIA,3199,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-38.152742,145.131772,,MENS SHED,GAVIC421061821,16 HASTINGS ROAD,1,3199,FRANKSTON,0,-38.15274236,145.1317724
144.360772,-38.154008,96,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,GEELONG AMBULANCE STATION,OPERATIONAL,,GEELONG,VICTORIA,3220,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-38.154008,144.360772,,,GAVIC420555735,167 YARRA STREET,1,3220,GEELONG,0,-38.1540085,144.3607723
144.585404,-37.485328,97,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,GISBORNE AMBULANCE STATION,OPERATIONAL,,GISBORNE,VICTORIA,3437,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.485328,144.585404,,GISBORNE POLICE STATION,GAVIC421841520,35-41 ROBERTSON STREET,0,3437,GISBORNE,22,-37.48536522,144.5856442
142.548003,-37.637581,98,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,GLENTHOMPSON AMBULANCE STATION,OPERATIONAL,,GLENTHOMPSON,VICTORIA,3293,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.637581,142.548003,,,GAVIC424585355,7 MCLENNAN STREET,1,3293,GLENTHOMPSON,0,-37.63758111,142.5480039
141.483334,-36.715167,99,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,GOROKE AMBULANCE STATION,OPERATIONAL,,GOROKE,VICTORIA,3412,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-36.715167,141.483334,,GOROKE COMMUNITY HEALTH CENTRE,GAVIC423973356,54-62 NATIMUK-FRANCES ROAD,1,3412,GOROKE,0,-36.71516672,141.4833364
145.52916,-38.407458,100,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,GRANTVILLE AMBULANCE STATION,OPERATIONAL,,GRANTVILLE,VICTORIA,3984,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-38.407458,145.52916,,,GAVIC424761344,8 PIER ROAD,0,3984,GRANTVILLE,18,-38.40731399,145.5292564
142.5188627,-37.13670501,101,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,HALLS GAP AMBULANCE STATION,OPERATIONAL,,HALLS GAP,VICTORIA,3381,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.136705,142.5188627,,,GAVIC424493095,78 GRAMPIANS ROAD,0,3381,HALLS GAP,0,-37.13670503,142.5188623
142.032261,-37.737579,102,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,HAMILTON AMBULANCE STATION,OPERATIONAL,,HAMILTON,VICTORIA,3300,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.737579,142.032261,,RURAL AMBULANCE VICTORIA,GAVIC424613908,59 CLARENDON STREET,0,3300,HAMILTON,0,-37.73757893,142.0322609
145.2592943,-38.03126363,103,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,HAMPTON PARK AMBULANCE STATION,OPERATIONAL,,HAMPTON PARK,VICTORIA,3976,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-38.03126363,145.2592943,,,GAVIC411508937,120 SOMERVILLE ROAD,1,3976,HAMPTON PARK,0,-38.03126344,145.2592943
145.18459,-38.307014,104,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,HASTINGS AMBULANCE STATION,OPERATIONAL,,HASTINGS,VICTORIA,3915,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-38.307014,145.18459,,,GAVIC421653183,7 GLENDALE AVENUE,0,3915,HASTINGS,7,-38.3069973,145.1845126
147.9856223,-37.87968995,105,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,LAKES ENTRANCE AMBULANCE STATION,OPERATIONAL,,LAKES ENTRANCE,VICTORIA,3909,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.87968995,147.9856223,,,GAVIC420664479,19 MECHANICS STREET,2,3909,LAKES ENTRANCE,10,-37.87960286,147.9856658
145.190646,-38.152985,106,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,LANGWARRIN AMBULANCE STATION,OPERATIONAL,,LANGWARRIN,VICTORIA,3910,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-38.152985,145.190646,,,GAVIC421299167,1 WARRANDYTE ROAD,2,3910,LANGWARRIN,0,-38.152984,145.190645
144.4142612,-38.02106648,107,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,LARA AMBULANCE STATION,OPERATIONAL,,LARA,VICTORIA,3212,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-38.02106648,144.4142612,,,GAVIC424555012,23 MILL ROAD,1,3212,LARA,17,-38.0210238,144.4140778
144.8018656,-37.82073319,108,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,WEST SRC AMBULANCE STATION,OPERATIONAL,,LAVERTON NORTH,VICTORIA,3026,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/06/06 00:00:00+00,,-37.82073319,144.8018656,,,GAVIC424348924,24 AGOSTA DRIVE,1,3026,LAVERTON NORTH,0,-37.82073313,144.8018655
